IdEscena;Imagen;NombrePersonaje
57;/Imagenes/CasaColina.jpg;Ramonchu 
58;/Imagenes/CasaColina.jpg;Ramonchu 
100;/Imagenes/Cartel.jpg;No
101;/Imagenes/Policia.jpg;Policia
102;/Imagenes/Policia.jpg;Policia
103;/Imagenes/Policia.jpg;Policia
104;/Imagenes/Calabozo.jpg;No
105;/Imagenes/Calabozo.jpg;No
106;/Imagenes/Calabozo.jpg;No
107;/Imagenes/Calabozo.jpg;No
108;/Imagenes/Calabozo.jpg;No
109;/Imagenes/Calabozo.jpg;No
110;/Imagenes/Calabozo.jpg;No
111;/Imagenes/Calabozo.jpg;No
112;/Imagenes/Calabozo.jpg;No
113;/Imagenes/Bar.jpg;Camarera
114;/Imagenes/Bar.jpg;Camarera
115;/Imagenes/Bar.jpg;Camarera
116;/Imagenes/Biblioteca.jpg;No
117;/Imagenes/Biblioteca.jpg;No
118;/Imagenes/Biblioteca.jpg;No
119;/Imagenes/Callejon.jpg;Silueta
120;/Imagenes/Callejon.jpg;Silueta
121;/Imagenes/Callejon.jpg;Nosferatu
122;/Imagenes/Callejon.jpg;Nosferatu
123;/Imagenes/Callejon.jpg;Nosferatu
124;/Imagenes/Callejon.jpg;Silueta
125;/Imagenes/Callejon.jpg;Nosferatu
126;/Imagenes/Callejon.jpg;Nosferatu
127;/Imagenes/DueñaMotel.jpg;DueñaMotel
128;/Imagenes/DueñaMotel.jpg;DueñaMotel
129;/Imagenes/DueñaMotel.jpg;DueñaMotel
130;/Imagenes/Puerta.jpg;No
131;/Imagenes/Puerta.jpg;No
132;/Imagenes/Puerta.jpg;Vidente
133;/Imagenes/Puerta.jpg;Vidente
134;/Imagenes/DueñaMotel.jpg;DueñaMotel
135;/Imagenes/Catedral.jpg;No
136;/Imagenes/Catedral.jpg;No
137;/Imagenes/Catedral.jpg;No
138;/Imagenes/Catedral.jpg;Nosferatu
139;/Imagenes/Catedral.jpg;Nosferatu
140;/Imagenes/Catedral.jpg;Nosferatu
141;/Imagenes/Catedral.jpg;Nosferatu
142;/Imagenes/Periodico.jpg;No
143;/Imagenes/Periodico.jpg;No
144;/Imagenes/Periodico.jpg;No
145;/Imagenes/Periodico.jpg;No
146;/Imagenes/CasaColina.jpg;No
147;/Imagenes/CasaColina.jpg;No
148;/Imagenes/CasaColina.jpg;No
149;/Imagenes/CasaColina.jpg;No
150;/Imagenes/CasaColina.jpg;No
151;/Imagenes/CasaColina.jpg;No
152;/Imagenes/CasaColina.jpg;Ramonchu
153;/Imagenes/CasaColina.jpg;Ramonchu
200;/Imagenes/Cartel.jpg;No
201;/Imagenes/Cartel.jpg;No
202;/Imagenes/Bar.jpg;No
203;/Imagenes/Camarera.jpg;Camarera
204;/Imagenes/Camarera.jpg;Camarera
205;/Imagenes/Camarera.jpg;Camarera
206;/Imagenes/Camarera.jpg;Camarera
207;/Imagenes/Camarera.jpg;Camarera
208;/Imagenes/Camarera.jpg;Camarera
209;/Imagenes/Camarera.jpg;Camarera
210;/Imagenes/Cliente.jpg;ClienteBar
211;/Imagenes/Cliente.jpg;ClienteBar
212;/Imagenes/Cliente.jpg;ClienteBar
213;/Imagenes/Cliente.jpg;ClienteBar
214;/Imagenes/Cliente.jpg;ClienteBar
215;/Imagenes/Dueño.jpg;Dueño
216;/Imagenes/Dueño.jpg;Dueño
217;/Imagenes/Dueño.jpg;Dueño
218;/Imagenes/Dueño.jpg;Dueño
219;/Imagenes/Dueño.jpg;Dueño
220;/Imagenes/Dueño.jpg;Dueño
221;/Imagenes/Dueño.jpg;Dueño
222;/Imagenes/Dueño.jpg;Dueño
223;/Imagenes/Dueño.jpg;Dueño
224;/Imagenes/DueñaMotel.jpg;DueñaMotel
225;/Imagenes/DueñaMotel.jpg;DueñaMotel
226;/Imagenes/DueñaMotel.jpg;DueñaMotel
227;/Imagenes/Nosferatu.jpg;Silueta
228;/Imagenes/Nosferatu.jpg;Nosferatu
229;/Imagenes/Nosferatu.jpg;Nosferatu
230;/Imagenes/Nosferatu.jpg;Nosferatu
231;/Imagenes/Colegio.jpg;No
232;/Imagenes/Colegio.jpg;No
233;/Imagenes/Colegio.jpg;No
234;/Imagenes/Colegio.jpg;No
235;/Imagenes/DueñaMotel.jpg;DueñaMotel
236;/Imagenes/ColegioSangre.jpg;No
237;/Imagenes/ColegioSangre.jpg;Vidente
238;/Imagenes/DueñaMotel.jpg;DueñaMotel
239;/Imagenes/Puerta.jpg;No
240;/Imagenes/ColegioSangre.jpg;No
241;/Imagenes/Vidente.jpg;Vidente
242;/Imagenes/Nosferatu.jpg;Nosferatu
243;/Imagenes/Nosferatu.jpg;Nosferatu
244;/Imagenes/Periodico.jpg;No
245;/Imagenes/Periodico.jpg;No
246;/Imagenes/Periodico.jpg;No
247;/Imagenes/Periodico.jpg;No
248;/Imagenes/CasaColina.jpg;No
249;/Imagenes/CasaColina.jpg;No
250;/Imagenes/CasaColina.jpg;No
251;/Imagenes/CasaColina.jpg;No
252;/Imagenes/CasaColina.jpg;No
253;/Imagenes/CasaColina.jpg;Ramonchu
254;/Imagenes/CasaColina.jpg;Ramonchu
255;/Imagenes/CasaColina.jpg;Ramonchu 
256;/Imagenes/CasaColina.jpg;Ramonchu 
257;/Imagenes/CasaColina.jpg;Ramonchu 
258;/Imagenes/Fin.jpg;No
300;/Imagenes/Cartel.jpg;No
301;/Imagenes/DueñaMotel.jpg;DueñaMotel
302;/Imagenes/DueñaMotel.jpg;DueñaMotel
303;/Imagenes/DueñaMotel.jpg;DueñaMotel
304;/Imagenes/DueñaMotel.jpg;DueñaMotel
305;/Imagenes/Bar.jpg;No
306;/Imagenes/Camarera.jpg;Camarera
307;/Imagenes/Bar.jpg;No
308;/Imagenes/Camarera.jpg;Camarera
309;/Imagenes/Camarera.jpg;Camarera
310;/Imagenes/Camarera.jpg;Camarera
311;/Imagenes/Camarera.jpg;Camarera
312;/Imagenes/Camarera.jpg;Camarera
313;/Imagenes/Camarera.jpg;Camarera
314;/Imagenes/Cliente.jpg;ClienteBar
315;/Imagenes/Cliente.jpg;ClienteBar
316;/Imagenes/Cliente.jpg;ClienteBar
317;/Imagenes/Cliente.jpg;ClienteBar
318;/Imagenes/Cliente.jpg;ClienteBar
319;/Imagenes/Dueño.jpg;Dueño
320;/Imagenes/Dueño.jpg;Dueño
321;/Imagenes/Dueño.jpg;Dueño
322;/Imagenes/Dueño.jpg;Dueño
323;/Imagenes/Dueño.jpg;Dueño
324;/Imagenes/Dueño.jpg;Dueño
325;/Imagenes/Dueño.jpg;Dueño
326;/Imagenes/Dueño.jpg;Dueño
327;/Imagenes/Niña.jpg;Niña
328;/Imagenes/Niña.jpg;Niña
329;/Imagenes/Niña.jpg;Niña
330;/Imagenes/Niña.jpg;Niña
331;/Imagenes/Niña.jpg;Niña
332;/Imagenes/Niña.jpg;Niña
333;/Imagenes/CamareroPubPub.jpg;CamareroPub
334;/Imagenes/CamareroPubPub.jpg;CamareroPub
335;/Imagenes/CamareroPubPub.jpg;CamareroPub
336;/Imagenes/CamareroPubPub.jpg;CamareroPub
337;/Imagenes/Vidente.jpg;Vidente
338;/Imagenes/Vidente.jpg;Vidente
339;/Imagenes/Vidente.jpg;Vidente
340;/Imagenes/Reservado.jpg;No
341;/Imagenes/Vidente.jpg;Vidente
342;/Imagenes/ClientePub.jpg;ClientePub
343;/Imagenes/Periodico.jpg;No
344;/Imagenes/Periodico.jpg;No
345;/Imagenes/Periodico.jpg;No
346;/Imagenes/CasaColina.jpg;No
347;/Imagenes/CasaColina.jpg;No
348;/Imagenes/CasaColina.jpg;No
349;/Imagenes/CasaColina.jpg;No
350;/Imagenes/CasaColina.jpg;No
351;/Imagenes/CasaColina.jpg;No
352;/Imagenes/CasaColina.jpg;Ramonchu 
353;/Imagenes/CasaColina.jpg;Ramonchu 
354;/Imagenes/CasaColina.jpg;Ramonchu 
355;/Imagenes/CasaColina.jpg;Ramonchu 
356;/Imagenes/CasaColina.jpg;Ramonchu 
